CHEMBL_ID	TID	PREF_NAME	PROTEIN_ACCESSION	TARGET_TYPE	ORGANISM	COMPOUNDS	ENDPOINTS
CHEMBL2111374	105064	GABA A receptor alpha-5/beta-3/gamma-2	P18508, P19969, P63079	PROTEIN COMPLEX	Rattus norvegicus	109	137
CHEMBL2096972	104852	Sulfonylurea receptor 1, Kir6.2	Q09428, Q14654	PROTEIN COMPLEX	Homo sapiens	99	254
CHEMBL2109234	104895	Neuronal acetylcholine receptor; alpha3/beta2	P17787, P32297	PROTEIN COMPLEX	Homo sapiens	104	124
CHEMBL2221347	105509	Voltage-gated potassium channel, IKs; KCNQ1(Kv7.1)/KCNE1(MinK)	P15382, P51787	PROTEIN COMPLEX	Homo sapiens	104	138
CHEMBL5183	101101	P2X purinoceptor 7	Q9Z1M0	SINGLE PROTEIN	Mus musculus	20	25
CHEMBL1250408	103522	Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 2	O88703	SINGLE PROTEIN	Mus musculus	9	9
CHEMBL3038458	107884	Nicotinic acetylcholine receptor alpha2/beta2	P02708, P17787	PROTEIN COMPLEX	Homo sapiens	12	12
CHEMBL3038476	107902	ORAI 1/2/3	Q96D31, Q96SN7, Q9BRQ5	PROTEIN FAMILY	Homo sapiens	41	82
CHEMBL3038488	107914	Kir3.1/Kir3.4	P48544, P48549	PROTEIN COMPLEX	Homo sapiens	177	324
CHEMBL3038505	107931	Ionotropic glutamate receptor NMDA 1/2D	O15399, Q05586	PROTEIN COMPLEX	Homo sapiens	5	11
CHEMBL4906	10558	Sodium channel protein type I alpha subunit	P04774	SINGLE PROTEIN	Rattus norvegicus	6	6
CHEMBL1075227	102926	Potassium voltage-gated channel subfamily D member 2	Q63881	SINGLE PROTEIN	Rattus norvegicus	7	8
CHEMBL2998	11904	P2X purinoceptor 3	P56373	SINGLE PROTEIN	Homo sapiens	1424	2279
CHEMBL3505	11668	Glutamate receptor ionotropic, AMPA 4	P19493	SINGLE PROTEIN	Rattus norvegicus	54	103
CHEMBL4980	12167	Neuronal acetylcholine receptor protein alpha-7 subunit	Q05941	SINGLE PROTEIN	Rattus norvegicus	1856	2726
CHEMBL3308973	109261	Annexin A4	P13214	SINGLE PROTEIN	Bos taurus	1	1
CHEMBL2216746	105502	Potassium voltage-gated channel subfamily H member 2	Q8WNY2	SINGLE PROTEIN	Oryctolagus cuniculus	1	1
CHEMBL2417347	107640	Short transient receptor potential channel 6	Q9Y210	SINGLE PROTEIN	Homo sapiens	24	25
CHEMBL3137264	108120	Nicotinic acetylcholine receptor alpha1/beta1/epsilon/delta	P02716, P04756, P09690, P20782	PROTEIN COMPLEX	Mus musculus	31	70
CHEMBL3137269	108125	Cav1.3/Cav beta3 complex	P27732, P54287	PROTEIN COMPLEX	Rattus norvegicus	1	1
CHEMBL2146350	105177	ATP-sensitive inward rectifier potassium channel 1	P35560	SINGLE PROTEIN	Rattus norvegicus	117	548
CHEMBL3350221	109080	Chromaffin cell neuronal nicotinic acetylcholine receptor	P54131, Q07263, Q8SPU6	PROTEIN COMPLEX GROUP	Bos taurus	9	9
CHEMBL2401603	107620	H(+)/Cl(-) exchange transporter 3	P51790	SINGLE PROTEIN	Homo sapiens	5	23
CHEMBL2366437	106581	Nicotinic acetylcholine receptor alpha8 subunit	H6TY12	SINGLE PROTEIN	Periplaneta americana	41	79
CHEMBL2366439	106583	Ryanodien receptor	H9CNL0	SINGLE PROTEIN	Spodoptera exigua	27	32
CHEMBL2331042	105638	Potassium channel subfamily K member 18	Q7Z418	SINGLE PROTEIN	Homo sapiens	22	26
CHEMBL3414411	109594	Sodium channel protein type 9 subunit alpha	Q62205	SINGLE PROTEIN	Mus musculus	33	35
CHEMBL2321613	105602	Potassium channel subfamily K member 3	O14649	SINGLE PROTEIN	Homo sapiens	614	750
CHEMBL2321615	105604	Potassium channel subfamily K member 2	O95069	SINGLE PROTEIN	Homo sapiens	53	114
CHEMBL3721308	116676	Calcium release-activated calcium channel protein 1	Q5M848	SINGLE PROTEIN	Rattus norvegicus	71	71
CHEMBL3988633	117287	L-type calcium channel	H0VIT6, H0W390, H0W4W8, O35505	PROTEIN FAMILY	Cavia porcellus	1	1
CHEMBL3988636	117290	Voltage-gated potassium channel subfamily A member 1/beta-1	Q09470, Q14722	PROTEIN COMPLEX	Homo sapiens	21	22
CHEMBL3988638	117292	Voltage-dependent L-type calcium channel alpha1C/alpha2delta/beta1b	O35505, P54289, Q02641	PROTEIN COMPLEX	Cavia porcellus	6	6
CHEMBL3988639	117293	Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b	P54283, Q02294, Q8CFG6	PROTEIN COMPLEX	Rattus norvegicus	6	6
CHEMBL3832645	116893	ORAI1/STIM1	P84903, Q5M848	PROTEIN COMPLEX	Rattus norvegicus	84	84
CHEMBL3885513	117057	Apoptosis regulator BAX/Bcl-2	P10415, Q07812	PROTEIN-PROTEIN INTERACTION	Homo sapiens	1	1
CHEMBL3885575	117119	Gamma-aminobutyric acid receptor subunit alpha-3/beta-3/theta	P28472, P34903, Q9UN88	PROTEIN COMPLEX	Homo sapiens	1	1
CHEMBL3885582	117126	Glutamate receptor AMPA 3/4	P19492, P19493	PROTEIN COMPLEX	Rattus norvegicus	3	3
CHEMBL3885611	117155	Neuronal acetylcholine receptor subunit alpha-6/beta-2	Q9ERK7, Q9R0W9	PROTEIN COMPLEX	Mus musculus	12	16
CHEMBL3885622	117166	Potassium voltage-gated channel subfamily KQT member 2/member 3	O88943, O88944	PROTEIN COMPLEX	Rattus norvegicus	6	7
CHEMBL3885653	117197	Voltage-dependent L-type calcium channel subunit beta-1/alpha-1B/alpha-2/delta-1	P54283, P54290, Q02294	PROTEIN COMPLEX	Rattus norvegicus	25	26
CHEMBL3883314	117027	Neuronal acetylcholine receptor subunit alpha-4/beta-2	O70174, Q9ERK7	PROTEIN COMPLEX	Mus musculus	19	22
CHEMBL3883329	117042	Neuronal acetylcholine receptor subunit alpha-6/beta-3	P12391, P43143	PROTEIN COMPLEX	Rattus norvegicus	14	21
CHEMBL3885663	117201	Matrix protein 2	P05780	SINGLE PROTEIN	Influenza A virus	1	2
CHEMBL2304	12224	GABA receptor alpha-5 subunit	Q8BHJ7	SINGLE PROTEIN	Mus musculus	1	1
CHEMBL2365	10419	Ryanodine receptor 3	A2AGL3	SINGLE PROTEIN	Mus musculus	32	35
CHEMBL2495	10538	P2X purinoceptor 5	P51578	SINGLE PROTEIN	Rattus norvegicus	7	7
CHEMBL1846	89	Ryanodine receptor 1	P21817	SINGLE PROTEIN	Homo sapiens	36	56
CHEMBL1882	10670	Neuronal acetylcholine receptor protein alpha-4 subunit	P43681	SINGLE PROTEIN	Homo sapiens	81	160
CHEMBL2122	10539	P2X purinoceptor 6	P51579	SINGLE PROTEIN	Rattus norvegicus	7	9
CHEMBL2773	11976	Voltage-gated potassium channel subunit Kv1.7	Q96RP8	SINGLE PROTEIN	Homo sapiens	1	1
CHEMBL2830	17056	Voltage-gated L-type calcium channel alpha-1C subunit	P15381	SINGLE PROTEIN	Oryctolagus cuniculus	309	335
CHEMBL2863	12516	Transient receptor potential cation channel subfamily V member 2	Q9WUD2	SINGLE PROTEIN	Rattus norvegicus	3	7
CHEMBL2925	12005	Voltage-gated potassium channel subunit Kv7.5	Q9NR82	SINGLE PROTEIN	Homo sapiens	1	1
CHEMBL3068	11184	Neuronal acetylcholine receptor subunit alpha-3	P32297	SINGLE PROTEIN	Homo sapiens	71	91
CHEMBL3916	19699	Acetylcholine receptor protein delta chain	P02718	SINGLE PROTEIN	Torpedo californica	25	49
CHEMBL3451	17015	Glutamate (NMDA) receptor subunit zeta 1	O19067	SINGLE PROTEIN	Sus scrofa	3	9
CHEMBL330	12865	Glutamate (NMDA) receptor subunit zeta 1	P35439	SINGLE PROTEIN	Rattus norvegicus	823	1029
CHEMBL4016	11221	Glutamate receptor ionotropic, AMPA 2	P42262	SINGLE PROTEIN	Homo sapiens	352	710
CHEMBL4907	100306	cGMP-gated cation channel alpha 1	Q00194	SINGLE PROTEIN	Bos taurus	7	14
CHEMBL5202	18079	Sodium channel protein type VIII alpha subunit	Q9UQD0	SINGLE PROTEIN	Homo sapiens	20	48
CHEMBL5112	11440	GABA receptor alpha-5 subunit	P31644	SINGLE PROTEIN	Homo sapiens	501	928
CHEMBL5317	100915	Neuronal acetylcholine receptor subunit alpha-3	Q07263	SINGLE PROTEIN	Bos taurus	7	7
CHEMBL5529	100115	Voltage-gated potassium channel subunit Kv3.1	P48547	SINGLE PROTEIN	Homo sapiens	5	5
CHEMBL401	100000	Glutamate [NMDA] receptor subunit epsilon 3	Q00961	SINGLE PROTEIN	Rattus norvegicus	245	294
CHEMBL5451	18080	Sodium channel protein type X alpha subunit	Q9Y5Y9	SINGLE PROTEIN	Homo sapiens	204	282
CHEMBL1163116	103445	Cholesteryl ester transfer protein	P22687	SINGLE PROTEIN	Oryctolagus cuniculus	219	233
CHEMBL1795081	104163	Short transient receptor potential channel 6	Q61143	SINGLE PROTEIN	Mus musculus	16	16
CHEMBL1628468	103787	Transient receptor potential cation channel subfamily M member 5	Q9NZQ8	SINGLE PROTEIN	Homo sapiens	69	138
CHEMBL1628470	103789	Transient receptor potential cation channel subfamily M member 6	Q9BX84	SINGLE PROTEIN	Homo sapiens	76	76
CHEMBL2095190	104774	GABA-A receptor; alpha-6/beta-3/gamma-2	P18507, P28472, Q16445	PROTEIN COMPLEX	Homo sapiens	227	350
CHEMBL2094110	104692	Neuronal acetylcholine receptor	P04757, P09483, P12389, P12390, P12391, P12392, P20420, P43143, P43144, Q05941, Q9JLB5	PROTEIN COMPLEX GROUP	Rattus norvegicus	451	749
CHEMBL2109238	104899	Neuronal acetylcholine receptor; alpha9/alpha10	Q9GZZ6, Q9UGM1	PROTEIN COMPLEX	Homo sapiens	45	53
CHEMBL2111365	105120	GABA A receptor alpha-6/beta-2/gamma-2	P18508, P30191, P63138	PROTEIN COMPLEX	Rattus norvegicus	18	51
CHEMBL3430890	109647	Voltage-gated potassium channel subunit Kv7.1/Misshapen-like kinase 1	P51787, Q8N4C8	PROTEIN COMPLEX	Homo sapiens	2	2
CHEMBL3085614	107962	Calcium-activated potassium channel slo-1	Q95V25	SINGLE PROTEIN	Caenorhabditis elegans	7	7
CHEMBL3616353	109873	Sodium channel protein type 4 subunit alpha	Q9ER60	SINGLE PROTEIN	Mus musculus	1	1
CHEMBL3621030	109894	Acid-sensing ion channel 5	Q9R0W5	SINGLE PROTEIN	Rattus norvegicus	5	10
CHEMBL3038489	107915	Kir3.1/Kir3.2	P48051, P48549	PROTEIN COMPLEX	Homo sapiens	121	249
CHEMBL4109	17111	Glutamate [NMDA] receptor subunit epsilon 3	Q14957	SINGLE PROTEIN	Homo sapiens	23	23
CHEMBL6126	101451	Transient receptor potential cation channel subfamily V member 4	Q9EPK8	SINGLE PROTEIN	Mus musculus	11	23
CHEMBL2015	161	Glutamate (NMDA) receptor subunit zeta 1	Q05586	SINGLE PROTEIN	Homo sapiens	77	120
CHEMBL2094	10535	P2X purinoceptor 1	P51575	SINGLE PROTEIN	Homo sapiens	54	62
CHEMBL2363051	105746	Glutamate-gated chloride channel	Q25634	SINGLE PROTEIN	Onchocerca volvulus	0	0
CHEMBL1907608	104302	Glutamate NMDA receptor	P35439, Q00959, Q00960, Q00961, Q62645, Q8VHN2, Q9R1M7	PROTEIN COMPLEX GROUP	Rattus norvegicus	3675	6177
CHEMBL2095186	104770	Sodium/potassium-transporting ATPase	P05023, P05026, P13637, P14415, P50993, P54709, P54710, Q13733	PROTEIN COMPLEX GROUP	Homo sapiens	282	318
CHEMBL2093872	104688	GABA-A receptor; anion channel	O00591, O14764, P14867, P18505, P18507, P28472, P31644, P34903, P47869, P47870, P48169, P78334, Q16445, Q8N1C3, Q99928, Q9UN88	PROTEIN COMPLEX GROUP	Homo sapiens	641	850
CHEMBL2094119	104701	Glutamate receptor ionotropic, kainate	P22756, P42260, P42264, Q01812, Q63273	PROTEIN COMPLEX GROUP	Rattus norvegicus	480	713
CHEMBL2268011	105547	CLC chloride channel protein	Q9BMK9	SINGLE PROTEIN	Caenorhabditis elegans	1	1
CHEMBL2366428	106572	Voltage-dependent L-type calcium channel, putative	E0VY79	SINGLE PROTEIN	Pediculus humanus subsp. corporis	3	32
CHEMBL3137277	108133	P2X2/P2X3 receptor	P49653, P49654	PROTEIN COMPLEX	Rattus norvegicus	5	6
CHEMBL3137283	108139	Bcl-xL/BAK	Q07817, Q16611	PROTEIN-PROTEIN INTERACTION	Homo sapiens	16	16
CHEMBL3309111	109440	Apoptosis regulator Bcl-2	P10417	SINGLE PROTEIN	Mus musculus	534	542
CHEMBL3608200	109863	Amiloride-sensitive sodium channel subunit alpha	Q61180	SINGLE PROTEIN	Mus musculus	6	6
CHEMBL2321618	105607	Potassium voltage-gated channel subfamily B member 2	Q92953	SINGLE PROTEIN	Homo sapiens	1	1
CHEMBL3721309	116677	Transient receptor potential cation channel subfamily M member 7	Q925B3	SINGLE PROTEIN	Rattus norvegicus	6	34
CHEMBL3817718	116804	Potassium channel subfamily K member 2	Q920B6	SINGLE PROTEIN	Rattus norvegicus	1	2
CHEMBL3885559	117103	Cystic fibrosis transmembrane conductance regulator/Golgi-associated PDZ and coiled-coil motif-containing protein	P13569, Q9HD26	PROTEIN-PROTEIN INTERACTION	Homo sapiens	33	34
CHEMBL3885578	117122	Gamma-aminobutyric acid receptor subunit alpha-6/beta-3	P28472, Q16445	PROTEIN COMPLEX	Homo sapiens	3	3
CHEMBL3885583	117127	Glutamate receptor ionotropic, NMDA 1/NMDA 2B	P35438, Q01097	PROTEIN COMPLEX	Mus musculus	1	2
CHEMBL3885595	117139	Integrin alpha-5/Neuronal acetylcholine receptor subunit alpha-3/Neuronal acetylcholine receptor subunit beta-2/Neuronal acetylcholine receptor subunit beta-4	P08648, P17787, P30926, P32297	PROTEIN COMPLEX	Homo sapiens	13	25
CHEMBL3885609	117153	Neuronal acetylcholine receptor subunit alpha-3/beta-4	Q8R493, Q8R4G9	PROTEIN COMPLEX	Mus musculus	13	25
CHEMBL3883291	117005	Glutamate receptor AMPA 2/3	P42262, P42263	PROTEIN COMPLEX	Homo sapiens	6	11
CHEMBL2375	11756	GABA receptor rho-2 subunit	P28476	SINGLE PROTEIN	Homo sapiens	9	11
CHEMBL1847	11881	GABA receptor beta-3 subunit	P28472	SINGLE PROTEIN	Homo sapiens	20	26
CHEMBL1962	74	GABA receptor alpha-1 subunit	P14867	SINGLE PROTEIN	Homo sapiens	118	199
CHEMBL2752	11760	Sodium channel protein type VIII alpha subunit	O88420	SINGLE PROTEIN	Rattus norvegicus	38	52
CHEMBL2775	12018	Transient receptor potential cation channel subfamily V member 4	Q9ERZ8	SINGLE PROTEIN	Rattus norvegicus	42	49
CHEMBL307	12019	Neuronal acetylcholine receptor protein alpha-4 subunit	P09483	SINGLE PROTEIN	Rattus norvegicus	83	164
CHEMBL1075319	103167	Transient receptor potential cation channel subfamily M member 8	Q7Z2W7	SINGLE PROTEIN	Homo sapiens	526	766
CHEMBL3561	13064	GABA receptor rho-1 subunit	P24046	SINGLE PROTEIN	Homo sapiens	121	182
CHEMBL3576	11125	Voltage-gated potassium channel subunit Kv7.4	P56696	SINGLE PROTEIN	Homo sapiens	9	15
CHEMBL3591	11218	GABA receptor delta subunit	O14764	SINGLE PROTEIN	Homo sapiens	1	1
CHEMBL3666	20031	Serotonin 3a (5-HT3a) receptor	O70212	SINGLE PROTEIN	Cavia porcellus	105	199
CHEMBL4017	12545	Sodium channel protein type X alpha subunit	Q62968	SINGLE PROTEIN	Rattus norvegicus	379	649
CHEMBL4457	100148	Neuronal acetylcholine receptor protein alpha-4 subunit	O70174	SINGLE PROTEIN	Mus musculus	8	8
CHEMBL4787	12154	Glutamate [NMDA] receptor subunit 3A	Q8TCU5	SINGLE PROTEIN	Homo sapiens	19	19
CHEMBL4860	100304	Apoptosis regulator Bcl-2	P10415	SINGLE PROTEIN	Homo sapiens	2025	3510
CHEMBL292	11439	GABA receptor alpha-4 subunit	P28471	SINGLE PROTEIN	Rattus norvegicus	22	24
CHEMBL5190	101108	Voltage-gated potassium channel subunit Kv1.1	P10499	SINGLE PROTEIN	Rattus norvegicus	4	4
CHEMBL1628465	103784	Transient receptor potential cation channel subfamily V member 6	Q9H1D0	SINGLE PROTEIN	Homo sapiens	42	86
CHEMBL3395	19637	Glutamate receptor ionotropic kainate 2	B9V8S1	SINGLE PROTEIN	Xenopus laevis	3	6
CHEMBL1075092	103142	Glycine receptor subunit alpha-3	O75311	SINGLE PROTEIN	Homo sapiens	14	26
CHEMBL5934	101388	Neuronal acetylcholine receptor subunit alpha-7	P54131	SINGLE PROTEIN	Bos taurus	9	10
CHEMBL1075226	102925	Potassium voltage-gated channel subfamily B member 1	P15387	SINGLE PROTEIN	Rattus norvegicus	7	8
CHEMBL1628462	103781	Cation channel sperm-associated protein 1	Q8NEC5	SINGLE PROTEIN	Homo sapiens	11	15
CHEMBL2096680	104835	Glutamate NMDA receptor; Grin1/Grin2a	P35439, Q00959	PROTEIN COMPLEX	Rattus norvegicus	542	615
CHEMBL1250401	103515	Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 1	O88704	SINGLE PROTEIN	Mus musculus	13	21
CHEMBL1250402	103516	Transient receptor potential cation channel subfamily M member 2	O94759	SINGLE PROTEIN	Homo sapiens	37	48
CHEMBL2095171	104756	Sodium channel alpha subunits; brain (Types I, II, III)	P04774, P04775, P08104	PROTEIN FAMILY	Rattus norvegicus	204	344
CHEMBL2095177	104761	Voltage-gated L-type calcium channel	P22002, P27732, Q02485	PROTEIN FAMILY	Rattus norvegicus	417	817
CHEMBL2094116	104698	Serotonin 3 (5-HT3) receptor	P35563, Q9JJ16	PROTEIN COMPLEX	Rattus norvegicus	1098	1834
CHEMBL2094120	104702	GABA-A receptor; alpha-3/beta-3/gamma-2	P18507, P28472, P34903	PROTEIN COMPLEX	Homo sapiens	716	1203
CHEMBL2095152	104737	Sulfonylurea receptors; K-ATP channels	O60706, Q09428, Q14654, Q15842	PROTEIN COMPLEX GROUP	Homo sapiens	323	594
CHEMBL2097170	104881	Voltage-gated N-type calcium channel alpha-1B subunit/Amyloid beta A4 precursor protein-binding family A member 1	Q00975, Q02410	PROTEIN-PROTEIN INTERACTION	Homo sapiens	451	925
CHEMBL2094135	104717	Gamma-secretase	P49768, P49810, Q8WW43, Q92542, Q96BI3, Q9NZ42	PROTEIN COMPLEX	Homo sapiens	2308	4126
CHEMBL2111343	105042	GABA A receptor alpha-3/beta-2/gamma-2	P18508, P20236, P63138	PROTEIN COMPLEX	Rattus norvegicus	36	43
CHEMBL2111413	104921	GABA A receptor alpha-2/beta-2/gamma-2	P18507, P47869, P47870	PROTEIN COMPLEX	Homo sapiens	99	153
CHEMBL3288	19634	Ryanodine receptor 1	P11716	SINGLE PROTEIN	Oryctolagus cuniculus	91	126
CHEMBL2411	12020	Serotonin 3a (5-HT3a) receptor	P35563	SINGLE PROTEIN	Rattus norvegicus	145	161
CHEMBL310	12102	Glutamate [NMDA] receptor subunit epsilon 1	Q00959	SINGLE PROTEIN	Rattus norvegicus	73	78
CHEMBL3301382	108396	Nicotinic acetylcholine receptor alpha-4/beta-2	Q8R493, Q9ERK7	PROTEIN COMPLEX	Mus musculus	49	71
CHEMBL2406895	107630	G protein-activated inward rectifier potassium channel 2	P48051	SINGLE PROTEIN	Homo sapiens	12	12
CHEMBL2221346	105508	Neuronal acetylcholine receptors; alpha-3/beta-4, alpha-5, beta-2	P17787, P30532, P30926, P32297	PROTEIN COMPLEX GROUP	Homo sapiens	15	45
CHEMBL3038504	107930	Ionotropic glutamate receptor NMDA 1/2C	Q05586, Q14957	PROTEIN COMPLEX	Homo sapiens	5	7
CHEMBL3638171	109926	L-type calcium channel alpha 1C/beta 2A	P15381, P54288	PROTEIN COMPLEX	Oryctolagus cuniculus	2	2
CHEMBL5964	101393	Aquaporin-4	P55087	SINGLE PROTEIN	Homo sapiens	8	32
CHEMBL2476	10397	Voltage-gated potassium channel subunit Kv7.2	O43526	SINGLE PROTEIN	Homo sapiens	79	82
CHEMBL2363063	105758	KCNQ (Kv7) potassium channel	O43525, O43526, P51787, P56696, Q9NR82	PROTEIN FAMILY	Homo sapiens	0	0
CHEMBL1075310	102864	Transient receptor potential cation channel subfamily A member 1	Q8BLA8	SINGLE PROTEIN	Mus musculus	31	42
CHEMBL3707192	109991	Voltage-gated potassium channel KCNQ3/KCNQ4	O43525, P56696	PROTEIN COMPLEX	Homo sapiens	0	0
CHEMBL3308951	109237	Potassium channel subfamily K member 10	Q9JIS4	SINGLE PROTEIN	Rattus norvegicus	4	4
CHEMBL3137273	108129	Nicotinic acetylcholine receptor alpha3/beta4/alpha5	P30532, P30926, P32297	PROTEIN COMPLEX	Homo sapiens	3	3
CHEMBL3137285	108141	Nicotinic acetylcholine receptor alpha6/alpha3/beta4	P30926, P32297, Q15825	PROTEIN COMPLEX	Homo sapiens	1	1
CHEMBL2146348	105175	ATP-sensitive inward rectifier potassium channel 10	P78508	SINGLE PROTEIN	Homo sapiens	6	6
CHEMBL3350222	109083	Neuronal nicotinic acetylcholine receptor	O70174, P49582, Q2MKA5, Q8BMN3, Q8R493, Q8R4G9, Q91X60, Q9ERK7, Q9R0W9	PROTEIN COMPLEX GROUP	Mus musculus	18	20
CHEMBL2366426	106570	Voltage-gated sodium channel Nav1 alpha subunit	D0E0C1	SINGLE PROTEIN	Periplaneta americana	4	5
CHEMBL2331041	105637	Potassium channel subfamily K member 10	P57789	SINGLE PROTEIN	Homo sapiens	2	3
CHEMBL2331043	105639	Sodium channel alpha subunit	P35498, P35499, Q01118, Q14524, Q15858, Q99250, Q9NY46, Q9UI33, Q9UQD0, Q9Y5Y9	PROTEIN FAMILY	Homo sapiens	16	16
CHEMBL2364024	106003	GABA-A receptor	H9U2V9, H9U2W0, H9U2W1	PROTEIN COMPLEX GROUP	Sarcoptes scabiei	0	0
CHEMBL2364708	106204	Calcium-activated chloride channel	A8K7I4, Q14CN2, Q9UQC9, Q9Y6N3	PROTEIN FAMILY	Homo sapiens	0	0
CHEMBL2362995	105707	Voltage-gated T-type calcium channel	O43497, O95180, Q9P0X4	PROTEIN FAMILY	Homo sapiens	0	0
CHEMBL2362996	105708	Voltage-gated potassium channel	O43525, O43526, O95259, P16389, P17658, P22001, P22459, P22460, P48547, P51787, P56696, Q03721, Q09470, Q12809, Q14003, Q14721, Q16322, Q6PIU1, Q8NCM2, Q8TAE7, Q8TDN1, Q8TDN2, Q92953, Q96KK3, Q96L42, Q96PR1, Q96RP8, Q9BQ31, Q9H252, Q9H3M0, Q9NR82, Q9NS40, Q9NSA2, Q9NZV8, Q9UIX4, Q9UJ96, Q9UK17, Q9ULD8, Q9ULS6, Q9UQ05	PROTEIN FAMILY	Homo sapiens	19	19
CHEMBL3779756	116759	Pannexin-1	Q96RD7	SINGLE PROTEIN	Homo sapiens	1	1
CHEMBL3831281	116861	P2X2/P2X3 heterotrimeric receptor	P56373, Q9UBL9	PROTEIN COMPLEX	Homo sapiens	470	579
CHEMBL3832634	116888	Glutamate NMDA receptor	A2AIR5, P35436, P35438, Q01097, Q01098, Q03391, Q91ZU9	PROTEIN COMPLEX GROUP	Mus musculus	1	1
CHEMBL3885610	117154	Neuronal acetylcholine receptor subunit alpha-4/alpha-6/beta-2/beta-3	O70174, Q8BMN3, Q9ERK7, Q9R0W9	PROTEIN COMPLEX	Mus musculus	12	22
CHEMBL3883283	116997	Glutamate receptor AMPA 1/2	P19490, P19491	PROTEIN COMPLEX	Rattus norvegicus	3	4
CHEMBL3883294	117008	Glutamate receptor AMPA 1/2	P42261, P42262	PROTEIN COMPLEX	Homo sapiens	12	26
CHEMBL3883311	117024	Voltage-gated potassium channel KCNQ3/KCNQ5	O43525, Q9NR82	PROTEIN COMPLEX	Homo sapiens	7	8
CHEMBL3879838	116963	Transient receptor potential cation channel subfamily V member 3	Q8K424	SINGLE PROTEIN	Mus musculus	1	1
CHEMBL3885664	117202	Matrix protein 2	P05778	SINGLE PROTEIN	Influenza A virus	18	18
CHEMBL2369	11840	Small conductance calcium-activated potassium channel protein 1	Q92952	SINGLE PROTEIN	Homo sapiens	17	19
CHEMBL2484	10639	Acetylcholine receptor protein epsilon chain	Q04844	SINGLE PROTEIN	Homo sapiens	11	11
CHEMBL1883	10642	Neuronal acetylcholine receptor protein beta-2 subunit	P17787	SINGLE PROTEIN	Homo sapiens	1	1
CHEMBL1886	285	Potassium channel, inwardly rectifying, subfamily J, member 11	Q14654	SINGLE PROTEIN	Homo sapiens	111	111
CHEMBL240	165	HERG	Q12809	SINGLE PROTEIN	Homo sapiens	15043	19848
CHEMBL1980	11480	Sodium channel protein type V alpha subunit	Q14524	SINGLE PROTEIN	Homo sapiens	1838	2610
CHEMBL2227	11099	Proenkephalin B	P01213	SINGLE PROTEIN	Homo sapiens	1	1
CHEMBL2675	11759	Glutamate receptor ionotropic kainate 5	Q16478	SINGLE PROTEIN	Homo sapiens	37	42
CHEMBL2684	12992	Voltage-gated potassium channel subunit Kv7.3	O43525	SINGLE PROTEIN	Homo sapiens	2	2
CHEMBL2800	12467	Calcium-activated potassium channel subunit alpha-1	Q08460	SINGLE PROTEIN	Mus musculus	28	32
CHEMBL2804	17070	Inositol 1,4,5-trisphosphate receptor type 1	P29994	SINGLE PROTEIN	Rattus norvegicus	36	139
CHEMBL3866	12606	Sodium channel protein type V alpha subunit	P15389	SINGLE PROTEIN	Rattus norvegicus	71	73
CHEMBL328	12758	GABA receptor alpha-3 subunit	P20236	SINGLE PROTEIN	Rattus norvegicus	23	31
CHEMBL3442	12813	Glutamate [NMDA] receptor subunit epsilon 2	Q01097	SINGLE PROTEIN	Mus musculus	7	8
CHEMBL3502	11861	Glutamate receptor ionotropic, AMPA 1	P23818	SINGLE PROTEIN	Mus musculus	4	5
CHEMBL4020	19663	Ryanodine receptor 2	Q8WN72	SINGLE PROTEIN	Canis lupus familiaris	10	12
CHEMBL4046	11814	Inositol 1,4,5-trisphosphate receptor type 1	Q14643	SINGLE PROTEIN	Homo sapiens	7	21
CHEMBL4051	11540	Cystic fibrosis transmembrane conductance regulator	P13569	SINGLE PROTEIN	Homo sapiens	504	832
CHEMBL4294	100112	Potassium channel subfamily K member 3	O54912	SINGLE PROTEIN	Rattus norvegicus	18	19
CHEMBL4296	18061	Sodium channel protein type IX alpha subunit	Q15858	SINGLE PROTEIN	Homo sapiens	5728	8818
CHEMBL4794	10260	Vanilloid receptor	Q8NER1	SINGLE PROTEIN	Homo sapiens	4512	7414
CHEMBL4961	10640	Acetylcholine receptor protein epsilon chain	P09660	SINGLE PROTEIN	Rattus norvegicus	13	25
CHEMBL5051	101052	Transient receptor potential cation channel subfamily V member 2	Q9Y5S1	SINGLE PROTEIN	Homo sapiens	4	5
CHEMBL5318	100916	Apoptosis regulator BAX	Q07812	SINGLE PROTEIN	Homo sapiens	17	33
CHEMBL5522	101224	Transient receptor potential cation channel subfamily V member 3	Q8NET8	SINGLE PROTEIN	Homo sapiens	480	805
CHEMBL5583	101243	Voltage-gated potassium channel subunit Kv1.4	P15385	SINGLE PROTEIN	Rattus norvegicus	4	4
CHEMBL5871	102689	Glycine receptor subunit alpha-2	P23416	SINGLE PROTEIN	Homo sapiens	38	49
CHEMBL5962	101391	Phospholipid transfer protein	P55058	SINGLE PROTEIN	Homo sapiens	23	23
CHEMBL6007	101412	Transient receptor potential cation channel subfamily A member 1	O75762	SINGLE PROTEIN	Homo sapiens	691	1098
CHEMBL1781864	104156	Transient receptor potential cation channel subfamily V member 1	Q704Y3	SINGLE PROTEIN	Mus musculus	13	18
