CHEMBL_ID	TID	PREF_NAME	PROTEIN_ACCESSION	TARGET_TYPE	ORGANISM	COMPOUNDS	ENDPOINTS
CHEMBL3842	11056	Metabotropic glutamate receptor 6	P35349	SINGLE PROTEIN	Rattus norvegicus	118	150
CHEMBL3879	12950	Metabotropic glutamate receptor 7	P35400	SINGLE PROTEIN	Rattus norvegicus	109	129
CHEMBL3911	10542	Leukotriene B4 receptor 1	Q15722	SINGLE PROTEIN	Homo sapiens	566	1007
CHEMBL3372	10628	Serotonin 6 (5-HT6) receptor	P31388	SINGLE PROTEIN	Rattus norvegicus	55	84
CHEMBL3543	100826	Pyrimidinergic receptor P2Y6	Q63371	SINGLE PROTEIN	Rattus norvegicus	34	83
CHEMBL3785	100579	Hydroxycarboxylic acid receptor 2	Q8TDS4	SINGLE PROTEIN	Homo sapiens	846	1631
CHEMBL4018	10477	Neuropeptide Y receptor type 2	P49146	SINGLE PROTEIN	Homo sapiens	1798	2878
CHEMBL4087	20109	Bradykinin B1 receptor	P48748	SINGLE PROTEIN	Oryctolagus cuniculus	47	56
CHEMBL4123	12910	Neurotensin receptor 1	P30989	SINGLE PROTEIN	Homo sapiens	521	807
CHEMBL4242	11236	Somatostatin receptor 1	P30873	SINGLE PROTEIN	Mus musculus	1	1
CHEMBL4315	10544	Purinergic receptor P2Y1	P47900	SINGLE PROTEIN	Homo sapiens	774	1166
CHEMBL4720	11142	Glucagon receptor	P30082	SINGLE PROTEIN	Rattus norvegicus	127	248
CHEMBL4329	10008	Kappa opioid receptor	P33534	SINGLE PROTEIN	Mus musculus	470	641
CHEMBL4351	18063	Beta-1 adrenergic receptor	Q28998	SINGLE PROTEIN	Sus scrofa	30	30
CHEMBL4356	20021	Adrenomedullin receptor	O15218	SINGLE PROTEIN	Homo sapiens	25	25
CHEMBL4422	100431	Free fatty acid receptor 1	O14842	SINGLE PROTEIN	Homo sapiens	1227	2518
CHEMBL4466	10355	Melatonin receptor 1B	P51050	SINGLE PROTEIN	Gallus gallus	15	19
CHEMBL4554	10981	Neurokinin 2 receptor	P16610	SINGLE PROTEIN	Rattus norvegicus	302	373
CHEMBL4594	100434	C-C chemokine receptor type 7	P32248	SINGLE PROTEIN	Homo sapiens	13	15
CHEMBL4845	100139	Urotensin II receptor	Q8HYC3	SINGLE PROTEIN	Macaca mulatta	1	1
CHEMBL4894	10190	Galanin receptor 1	P47211	SINGLE PROTEIN	Homo sapiens	144	244
CHEMBL5226	101124	Urotensin II receptor	Q533H1	SINGLE PROTEIN	Felis catus	10	10
CHEMBL5263	101133	Glucose-dependent insulinotropic receptor	Q7TQP3	SINGLE PROTEIN	Mus musculus	252	496
CHEMBL5264	101134	Somatostatin receptor	Q7TT86	SINGLE PROTEIN	Rattus norvegicus	3	3
CHEMBL5412	100860	C-C chemokine receptor type 2	P51683	SINGLE PROTEIN	Mus musculus	89	105
CHEMBL5499	100873	C-C chemokine receptor type 1	Q9JLY8	SINGLE PROTEIN	Rattus norvegicus	38	38
CHEMBL1075058	102576	Chemoattractant receptor-homologous molecule expressed on Th2 cells	Q56D28	SINGLE PROTEIN	Cavia porcellus	44	44
CHEMBL5739	101529	Rhodopsin	P02699	SINGLE PROTEIN	Bos taurus	22	25
CHEMBL5745	101535	C5a anaphylatoxin chemotactic receptor	P30992	SINGLE PROTEIN	Canis lupus familiaris	2	2
CHEMBL1163122	103451	Angiotensin type II receptor	Q2XUH7	SINGLE PROTEIN	Sus scrofa	27	28
CHEMBL5410	100858	C-C chemokine receptor type 4	P51680	SINGLE PROTEIN	Mus musculus	41	46
CHEMBL1628482	103801	Relaxin receptor 2	Q8WXD0	SINGLE PROTEIN	Homo sapiens	368	376
CHEMBL5852	101356	Pyroglutamylated RFamide peptide receptor	Q96P65	SINGLE PROTEIN	Homo sapiens	121	181
CHEMBL1075194	103139	C-X-C chemokine receptor type 3	Q5KSK8	SINGLE PROTEIN	Canis lupus familiaris	1	1
CHEMBL1075198	102882	C-X-C chemokine receptor type 2	P35344	SINGLE PROTEIN	Oryctolagus cuniculus	6	6
CHEMBL5892	101369	Endothelin B receptor-like protein 2	O60883	SINGLE PROTEIN	Homo sapiens	1	1
CHEMBL5968	101397	Lysophosphatidic acid receptor 4	Q99677	SINGLE PROTEIN	Homo sapiens	31	57
CHEMBL1075235	102938	G protein-coupled receptor 34	Q6XCE7	SINGLE PROTEIN	Rattus norvegicus	2	6
CHEMBL1764942	104119	Substance-P receptor	Q5DUB1	SINGLE PROTEIN	Meriones unguiculatus	55	55
CHEMBL1628473	103792	Relaxin-3 receptor 2	Q8TDU9	SINGLE PROTEIN	Homo sapiens	8	19
CHEMBL2095234	104806	Adenosine receptors; A2b & A3	P0DMS8, P29275	SELECTIVITY GROUP	Homo sapiens	309	335
CHEMBL2095149	104734	Opioid receptors; mu & delta	P35372, P41143	SELECTIVITY GROUP	Homo sapiens	1260	1422
CHEMBL2095151	104736	Opioid receptors; delta & kappa	P41143, P41145	SELECTIVITY GROUP	Homo sapiens	691	935
CHEMBL2096904	104841	Serotonin (5-HT) receptor	A5X5Y0, O95264, P08908, P28221, P28222, P28223, P28335, P28566, P30939, P34969, P41595, P46098, P47898, P50406, Q13639, Q70Z44, Q8WXA8	PROTEIN FAMILY	Homo sapiens	41	63
CHEMBL2094129	104711	Opioid receptor	P33533, P33535, P34975, Q9R0C9	PROTEIN FAMILY	Rattus norvegicus	512	987
CHEMBL2111341	105040	Dopamine D1 and D2 receptor	P14416, P21728	SELECTIVITY GROUP	Homo sapiens	180	197
CHEMBL2111342	105041	Dopamine receptor D2 and D3	P19020, P61169	SELECTIVITY GROUP	Rattus norvegicus	128	162
CHEMBL2111395	105090	Beta-adrenergic receptor	P18762, P25962, P34971	PROTEIN FAMILY	Mus musculus	26	33
CHEMBL2111423	104933	Melanocortin receptor (M1 and M4)	P32245, Q01726	SELECTIVITY GROUP	Homo sapiens	69	69
CHEMBL2111433	104944	Muscarinic receptor M1 and M2	P08482, P10980	SELECTIVITY GROUP	Rattus norvegicus	148	179
CHEMBL2096974	104854	Adrenergic receptor beta; ADRB1 & ADRB2	P07550, P08588	SELECTIVITY GROUP	Homo sapiens	185	240
CHEMBL2095221	104797	Vasopressin V1 receptor	P30560, P48974	PROTEIN FAMILY	Rattus norvegicus	297	358
CHEMBL2034811	104551	Calcitonin gene-related peptide type 1 receptor	Q9R1W5	SINGLE PROTEIN	Mus musculus	1	1
CHEMBL2111453	104975	Endothelin receptor	P21451, P26684	PROTEIN FAMILY	Rattus norvegicus	146	172
CHEMBL2111460	104984	Dopamine D2 receptor and serotonin 1a receptor	P08908, P14416	SELECTIVITY GROUP	Homo sapiens	10	10
CHEMBL2111467	104993	Alpha adrenergic receptor (1a and 1d)	P25100, P35348	SELECTIVITY GROUP	Homo sapiens	123	128
CHEMBL1875	168	Serotonin 4 (5-HT4) receptor	Q13639	SINGLE PROTEIN	Homo sapiens	780	1605
CHEMBL2703	11344	Dopamine D2 receptor	Q9GJU1	SINGLE PROTEIN	Canis lupus familiaris	71	75
CHEMBL3611961	109864	Mu opioid receptor-like OR2	Q98UH1	SINGLE PROTEIN	Danio rerio	9	9
CHEMBL3611963	109866	Adenosine receptor A3	Q28309	SINGLE PROTEIN	Canis lupus familiaris	5	5
CHEMBL3621025	109889	Lysophosphatidic acid receptor 1	P61793	SINGLE PROTEIN	Mus musculus	4	4
CHEMBL3038479	107905	fMet-Leu-Phe receptor 1/2	P21462, P25090	PROTEIN FAMILY	Homo sapiens	26	66
CHEMBL3596	11169	Gastrin releasing peptide receptor	P21729	SINGLE PROTEIN	Mus musculus	56	132
CHEMBL3733	11780	Muscarinic acetylcholine receptor M1	P12657	SINGLE PROTEIN	Mus musculus	59	122
CHEMBL4086	20104	Prostanoid EP4 receptor	P43114	SINGLE PROTEIN	Rattus norvegicus	118	169
CHEMBL4892	10651	Alpha-1a adrenergic receptor	P18130	SINGLE PROTEIN	Bos taurus	253	303
CHEMBL2405	11807	Alpha-2b adrenergic receptor	P30545	SINGLE PROTEIN	Mus musculus	1	1
CHEMBL3138	11430	Dopamine D3 receptor	P19020	SINGLE PROTEIN	Rattus norvegicus	804	1022
CHEMBL3322	100800	Prostanoid IP receptor	P43253	SINGLE PROTEIN	Rattus norvegicus	42	74
CHEMBL3361	12173	Dopamine D4 receptor	P30729	SINGLE PROTEIN	Rattus norvegicus	188	285
CHEMBL1075291	102842	G protein-coupled receptor 34	Q9R1K6	SINGLE PROTEIN	Mus musculus	38	157
CHEMBL2111378	105068	Histamine receptor (H3 and H4)	Q9H3N8, Q9Y5N1	SELECTIVITY GROUP	Homo sapiens	26	48
CHEMBL3309064	109209	Adenosine receptor A3	P35342	SINGLE PROTEIN	Ovis aries	1	1
CHEMBL2259248	105537	Endothelin B receptor	Q9N0W7	SINGLE PROTEIN	Oryctolagus cuniculus	1	1
CHEMBL2366429	106573	Uncharacterized protein	E1BKU0	SINGLE PROTEIN	Bos taurus	12	12
CHEMBL3309102	109431	Probable G-protein coupled receptor 135	Q8IZ08	SINGLE PROTEIN	Homo sapiens	1	1
CHEMBL3309107	109436	Taste receptor type 2 member 4	Q9NYW5	SINGLE PROTEIN	Homo sapiens	1	1
CHEMBL3309109	109438	Taste receptor type 2 member 60	P59551	SINGLE PROTEIN	Homo sapiens	1	1
CHEMBL3351217	109541	Neuromedin-U receptor 2	Q8BZ39	SINGLE PROTEIN	Mus musculus	2	2
CHEMBL2434818	107668	Orexin receptor type 2	P58308	SINGLE PROTEIN	Mus musculus	3	3
CHEMBL3321650	109462	Lysophosphatidic acid receptor 4	Q8BLG2	SINGLE PROTEIN	Mus musculus	16	31
CHEMBL3600274	109850	Thyrotropin-releasing hormone receptor 2	Q9ERT1	SINGLE PROTEIN	Mus musculus	33	85
CHEMBL3562167	109763	Probable G-protein coupled receptor 174	Q9BXC1	SINGLE PROTEIN	Homo sapiens	52	79
CHEMBL3562168	109764	Putative P2Y purinoceptor 10	Q8BFU7	SINGLE PROTEIN	Mus musculus	39	156
CHEMBL2321627	105616	C-C chemokine receptor-like 2	O00421	SINGLE PROTEIN	Homo sapiens	155	349
CHEMBL3714130	116091	G-protein coupled receptor 6	P46095	SINGLE PROTEIN	Homo sapiens	398	533
CHEMBL3988626	117280	Alpha-1B adrenergic receptor	G3HDX1	SINGLE PROTEIN	Cricetulus griseus	5	10
CHEMBL3885512	117056	Adenosine receptor A1/Alpha-2A adrenergic receptor	P08913, P30542	PROTEIN COMPLEX	Homo sapiens	1	1
CHEMBL3885601	117145	Lysophosphatidic acid receptor 1/3	Q92633, Q9UBY5	PROTEIN FAMILY	Homo sapiens	1	1
CHEMBL3988604	117264	Melanocortin receptor 5	G7PWB2	SINGLE PROTEIN	Macaca fascicularis	2	2
CHEMBL2279	13079	Melanocortin receptor 2	Q64326	SINGLE PROTEIN	Mus musculus	34	34
CHEMBL2344	12720	Vasopressin V2 receptor	P48044	SINGLE PROTEIN	Bos taurus	22	32
CHEMBL2489	10616	Prostanoid EP4 receptor	P32240	SINGLE PROTEIN	Mus musculus	249	310
CHEMBL2516	10489	Calcium sensing receptor	P48442	SINGLE PROTEIN	Rattus norvegicus	111	181
CHEMBL2566	12487	Melatonin receptor 1B	B7X946	SINGLE PROTEIN	Rattus norvegicus	1	2
CHEMBL2574	10086	Dopamine D4 receptor	P51436	SINGLE PROTEIN	Mus musculus	17	24
CHEMBL1805	279	Serotonin 1f (5-HT1f) receptor	P30939	SINGLE PROTEIN	Homo sapiens	158	219
CHEMBL227	115	Type-1 angiotensin II receptor	P30556	SINGLE PROTEIN	Homo sapiens	1386	1757
CHEMBL234	130	Dopamine D3 receptor	P35462	SINGLE PROTEIN	Homo sapiens	6440	10101
CHEMBL1854	95	Luteinizing hormone/Choriogonadotropin receptor	P22888	SINGLE PROTEIN	Homo sapiens	228	309
CHEMBL255	278	Adenosine A2b receptor	P29275	SINGLE PROTEIN	Homo sapiens	3927	5490
CHEMBL1878	282	Calcium sensing receptor	P41180	SINGLE PROTEIN	Homo sapiens	593	683
CHEMBL236	136	Delta opioid receptor	P41143	SINGLE PROTEIN	Homo sapiens	6874	11624
CHEMBL1945	11084	Melatonin receptor 1A	P48039	SINGLE PROTEIN	Homo sapiens	1097	1967
CHEMBL1965	154	Melanocortin receptor 2	Q01718	SINGLE PROTEIN	Homo sapiens	31	34
CHEMBL1995	143	Prostanoid IP receptor	P43119	SINGLE PROTEIN	Homo sapiens	885	1101
CHEMBL2024	99	Follicle stimulating hormone receptor	P23945	SINGLE PROTEIN	Homo sapiens	114	160
CHEMBL3122	17061	Alpha-1b adrenergic receptor	P18841	SINGLE PROTEIN	Mesocricetus auratus	164	201
CHEMBL3176	11498	Galanin receptor 2	O43603	SINGLE PROTEIN	Homo sapiens	189	346
CHEMBL2605	17086	Adenosine A2a receptor	P46616	SINGLE PROTEIN	Cavia porcellus	76	89
CHEMBL302	11736	Adenosine A2a receptor	P30543	SINGLE PROTEIN	Rattus norvegicus	2319	2991
CHEMBL2657	10994	Leukotriene B4 receptor 1	O88855	SINGLE PROTEIN	Mus musculus	1	1
CHEMBL317	12485	Muscarinic acetylcholine receptor M4	P08485	SINGLE PROTEIN	Rattus norvegicus	230	349
CHEMBL3819	10808	Lysophosphatidic acid receptor Edg-2	Q92633	SINGLE PROTEIN	Homo sapiens	342	570
CHEMBL3875	10426	Thyrotropin-releasing hormone receptor 2	Q9R297	SINGLE PROTEIN	Rattus norvegicus	31	58
CHEMBL3942	17073	Neurokinin 1 receptor	P30547	SINGLE PROTEIN	Cavia porcellus	660	881
CHEMBL3949	17081	Endothelin receptor ET-B	P35463	SINGLE PROTEIN	Sus scrofa	454	468
CHEMBL3371	10627	Serotonin 6 (5-HT6) receptor	P50406	SINGLE PROTEIN	Homo sapiens	4704	8140
CHEMBL3440	10727	Beta-1 adrenergic receptor	P34971	SINGLE PROTEIN	Mus musculus	14	14
CHEMBL3540	100822	G-protein coupled receptor ChemR23	Q99788	SINGLE PROTEIN	Homo sapiens	246	246
CHEMBL3597	10625	Serotonin 5a (5-HT5a) receptor	P30966	SINGLE PROTEIN	Mus musculus	40	43
CHEMBL3952	17084	Kappa opioid receptor	P41144	SINGLE PROTEIN	Cavia porcellus	2724	4201
CHEMBL4015	11575	C-C chemokine receptor type 2	P41597	SINGLE PROTEIN	Homo sapiens	2935	5435
CHEMBL4023	17075	Melanocortin receptor 3	P32244	SINGLE PROTEIN	Rattus norvegicus	19	22
CHEMBL4027	10685	Neurokinin 1 receptor	P14600	SINGLE PROTEIN	Rattus norvegicus	808	926
CHEMBL4077	12708	Melanocortin receptor 1	Q01727	SINGLE PROTEIN	Mus musculus	601	758
CHEMBL4130	12789	Endothelin receptor ET-A	Q29010	SINGLE PROTEIN	Sus scrofa	357	411
CHEMBL4322	12841	Histamine H1 receptor	P70174	SINGLE PROTEIN	Mus musculus	51	53
CHEMBL277	10688	Muscarinic acetylcholine receptor M5	P08911	SINGLE PROTEIN	Rattus norvegicus	82	106
CHEMBL4401	12790	Endothelin receptor ET-B	P28088	SINGLE PROTEIN	Bos taurus	29	31
CHEMBL4424	100433	Lysophosphatidic acid receptor Edg-7	Q8K5E0	SINGLE PROTEIN	Rattus norvegicus	15	37
CHEMBL4489	12294	Melanocortin receptor 5	P41149	SINGLE PROTEIN	Mus musculus	413	520
CHEMBL4503	12965	Nociceptin receptor	P35370	SINGLE PROTEIN	Rattus norvegicus	95	197
CHEMBL4518	100848	Purinergic receptor P2Y14	Q15391	SINGLE PROTEIN	Homo sapiens	91	122
CHEMBL4532	100335	Vasoactive intestinal polypeptide receptor 2	P41587	SINGLE PROTEIN	Homo sapiens	172	703
CHEMBL4596	100436	C-C chemokine receptor type 8	P51685	SINGLE PROTEIN	Homo sapiens	215	298
CHEMBL4774	11004	Melanocortin receptor 3	P33033	SINGLE PROTEIN	Mus musculus	379	544
CHEMBL4777	10475	Neuropeptide Y receptor type 1	P25929	SINGLE PROTEIN	Homo sapiens	2201	3467
CHEMBL4867	10871	Purinergic receptor P2Y11	Q96G91	SINGLE PROTEIN	Homo sapiens	73	119
CHEMBL5076	20166	Histamine H3 receptor	Q9JI35	SINGLE PROTEIN	Cavia porcellus	665	999
CHEMBL5113	10009	Orexin receptor 1	O43613	SINGLE PROTEIN	Homo sapiens	3596	5765
CHEMBL5155	101090	B1 bradykinin receptor	Q3BCU0	SINGLE PROTEIN	Macaca fascicularis	48	48
CHEMBL5556	101235	C-X-C chemokine receptor type 4	O08565	SINGLE PROTEIN	Rattus norvegicus	77	80
CHEMBL5493	100867	Free fatty acid receptor 2	O15552	SINGLE PROTEIN	Homo sapiens	246	337
CHEMBL5498	100872	Muscarinic acetylcholine receptor M3	Q8VH26	SINGLE PROTEIN	Cavia porcellus	758	1133
CHEMBL5577	101237	Galanin receptor 2	O08726	SINGLE PROTEIN	Rattus norvegicus	14	14
CHEMBL5649	101268	Prokineticin receptor 1	Q8TCW9	SINGLE PROTEIN	Homo sapiens	164	173
CHEMBL5652	101271	Glucose-dependent insulinotropic receptor	Q8TDV5	SINGLE PROTEIN	Homo sapiens	1422	2426
CHEMBL4288	19900	Follicle stimulating hormone receptor	P20395	SINGLE PROTEIN	Rattus norvegicus	4	4
CHEMBL1075223	102921	G-protein coupled bile acid receptor 1	Q80T02	SINGLE PROTEIN	Rattus norvegicus	3	3
CHEMBL5994	102648	C-X-C chemokine receptor type 6	O00574	SINGLE PROTEIN	Homo sapiens	4	6
CHEMBL1075300	102851	Parathyroid hormone receptor	P41593	SINGLE PROTEIN	Mus musculus	1	1
CHEMBL1681611	103904	Prolactin-releasing peptide receptor	P49683	SINGLE PROTEIN	Homo sapiens	179	278
CHEMBL1293267	103700	G-protein coupled receptor 35	Q9HC97	SINGLE PROTEIN	Homo sapiens	464	1274
CHEMBL1795104	104184	Endothelin receptor type A	A5A8K3	SINGLE PROTEIN	Oryctolagus cuniculus	38	38
CHEMBL1287626	103628	Adenosine receptor A3	Q0VC81	SINGLE PROTEIN	Bos taurus	3	3
CHEMBL1613741	103755	Taste receptor type 1 member 2	Q8TE23	SINGLE PROTEIN	Homo sapiens	3	15
CHEMBL1275216	103592	Orexin receptor 2	P56719	SINGLE PROTEIN	Rattus norvegicus	69	124
CHEMBL1681617	103910	Endothelin receptor ET-B	P48302	SINGLE PROTEIN	Mus musculus	14	15
CHEMBL2096678	104833	Endothelin receptor, ET-A/ET-B	P24530, P25101	PROTEIN FAMILY	Homo sapiens	261	286
CHEMBL1795180	104260	Free fatty acid receptor 1	Q8K3T4	SINGLE PROTEIN	Rattus norvegicus	111	134
CHEMBL2097171	104882	Serotonin 1a (5-HT1a) receptor/Adrenergic receptor alpha-1	P15823, P19327, P23944, P43140	SELECTIVITY GROUP	Rattus norvegicus	191	211
CHEMBL2094256	104728	Angiotensin II receptor	P30556, P50052	PROTEIN FAMILY	Homo sapiens	932	1038
CHEMBL2111323	105017	Melanocortin receptor (M3 and M4)	P32245, P41968	SELECTIVITY GROUP	Homo sapiens	114	123
CHEMBL2111335	105034	Metabotropic glutamate receptor	P23385, P31421, P31422, P31423, P31424, P35349, P35400, P70579	PROTEIN FAMILY	Rattus norvegicus	9	9
CHEMBL2111398	105093	Serotonin receptor 2a and 2b (5HT2A and 5HT2B)	P14842, P30994	SELECTIVITY GROUP	Rattus norvegicus	69	71
CHEMBL2111403	105098	Adenosine receptor A2a and A3	P28647, P30543	SELECTIVITY GROUP	Rattus norvegicus	161	165
CHEMBL2111445	104962	Muscarinic acetylcholine receptor M2 and M4	P08172, P08173	SELECTIVITY GROUP	Homo sapiens	90	95
CHEMBL2096977	104857	Somatostatin receptor	P28646, P30680, P30936, P30937, P30938	PROTEIN FAMILY	Rattus norvegicus	161	172
CHEMBL2583	10021	Serotonin 2b (5-HT2b) receptor	Q02152	SINGLE PROTEIN	Mus musculus	19	25
CHEMBL3252	10728	Beta-1 adrenergic receptor	P18090	SINGLE PROTEIN	Rattus norvegicus	366	517
CHEMBL2888	10167	Metabotropic glutamate receptor 3	Q14832	SINGLE PROTEIN	Homo sapiens	241	538
CHEMBL4280	12641	Gastrin releasing peptide receptor	P52500	SINGLE PROTEIN	Rattus norvegicus	63	147
CHEMBL3427	11427	Dopamine D2 receptor	P61168	SINGLE PROTEIN	Mus musculus	239	252
CHEMBL3570	10485	Neurotensin receptor 1	O88319	SINGLE PROTEIN	Mus musculus	32	43
CHEMBL5038	20162	Melanin-concentrating hormone receptor 2	Q969V1	SINGLE PROTEIN	Homo sapiens	294	303
CHEMBL1075172	103111	C-X-C chemokine receptor type 3	Q9JII9	SINGLE PROTEIN	Rattus norvegicus	17	18
CHEMBL1075178	103121	Neuromedin-U receptor 1	Q9HB89	SINGLE PROTEIN	Homo sapiens	94	125
CHEMBL1075298	102849	Purinergic receptor P2Y2	P35383	SINGLE PROTEIN	Mus musculus	36	46
CHEMBL2001	176	Purinergic receptor P2Y12	Q9H244	SINGLE PROTEIN	Homo sapiens	1221	2097
CHEMBL3259470	108311	G-protein coupled receptor 183	P32249	SINGLE PROTEIN	Homo sapiens	96	137
CHEMBL3067	12449	Metabotropic glutamate receptor 3	P31422	SINGLE PROTEIN	Rattus norvegicus	400	803
CHEMBL4744	10654	Alpha-2a adrenergic receptor	Q28838	SINGLE PROTEIN	Bos taurus	133	162
CHEMBL2346494	105682	Urotensin-2 receptor	Q8VIH9	SINGLE PROTEIN	Mus musculus	2	2
CHEMBL2150838	105189	Succinate receptor 1	Q9BXA5	SINGLE PROTEIN	Homo sapiens	57	57
CHEMBL2150843	105194	Alpha-1A adrenergic receptor	Q9WU25	SINGLE PROTEIN	Cavia porcellus	6	6
CHEMBL2390813	107606	G-protein coupled receptor 35	Q9ES90	SINGLE PROTEIN	Mus musculus	44	51
CHEMBL3309100	109429	Free fatty acid receptor 2	Q76EI6	SINGLE PROTEIN	Rattus norvegicus	1	2
CHEMBL3309105	109434	Taste receptor type 2 member 14	Q9NYV8	SINGLE PROTEIN	Homo sapiens	117	151
CHEMBL3309110	109439	Taste receptor type 2 member 9	Q9NYW1	SINGLE PROTEIN	Homo sapiens	1	1
CHEMBL3632456	109921	Protein Gpr142	F1LWD8	SINGLE PROTEIN	Rattus norvegicus	1	1
CHEMBL3638336	109941	5-hydroxytryptamine 1D receptor	Q8MI13	SINGLE PROTEIN	Bos taurus	16	32
CHEMBL3751660	116717	Free fatty acid receptor 1	F1RM69	SINGLE PROTEIN	Sus scrofa	1	1
CHEMBL3714701	116661	Relaxin receptor 1	Q6R6I7	SINGLE PROTEIN	Mus musculus	1	5
CHEMBL3831325	116878	Uncharacterized protein	A0A2I3RBI5	SINGLE PROTEIN	Pan troglodytes	40	40
CHEMBL3885546	117090	Corticotropin-releasing factor receptor 2/Corticotropin-releasing factor-binding protein	P24387, Q13324	PROTEIN COMPLEX	Homo sapiens	2420	4148
CHEMBL3883321	117034	Mu opioid receptor/Alpha-2A adrenergic receptor	P08913, P35372	PROTEIN COMPLEX	Homo sapiens	2	11
CHEMBL3879835	116960	Probable G-protein coupled receptor 88	Q9EPB7	SINGLE PROTEIN	Mus musculus	1	1
CHEMBL2289	12887	Beta-2 adrenergic receptor	P54833	SINGLE PROTEIN	Canis lupus familiaris	231	258
CHEMBL315	12474	Alpha-1b adrenergic receptor	P15823	SINGLE PROTEIN	Rattus norvegicus	1417	2421
CHEMBL2514	10486	Neurotensin receptor 2	O95665	SINGLE PROTEIN	Homo sapiens	150	174
CHEMBL2587	10352	Neuropeptide Y receptor type 1	P21555	SINGLE PROTEIN	Rattus norvegicus	8	8
CHEMBL1853	10183	Somatostatin receptor 4	P31391	SINGLE PROTEIN	Homo sapiens	768	879
CHEMBL219	90	Dopamine D4 receptor	P21917	SINGLE PROTEIN	Homo sapiens	3875	6090
CHEMBL1867	52	Alpha-2a adrenergic receptor	P08913	SINGLE PROTEIN	Homo sapiens	2027	3598
CHEMBL1881	142	Prostanoid EP2 receptor	P43116	SINGLE PROTEIN	Homo sapiens	957	1492
CHEMBL1901	10472	Cholecystokinin A receptor	P32238	SINGLE PROTEIN	Homo sapiens	1468	3023
CHEMBL1921	148	Vasopressin V1b receptor	P47901	SINGLE PROTEIN	Homo sapiens	948	1151
CHEMBL1942	216	Alpha-2b adrenergic receptor	P18089	SINGLE PROTEIN	Homo sapiens	1479	2790
CHEMBL256	280	Adenosine A3 receptor	P0DMS8	SINGLE PROTEIN	Homo sapiens	6871	10948
CHEMBL225	108	Serotonin 2c (5-HT2c) receptor	P28335	SINGLE PROTEIN	Homo sapiens	4817	7749
CHEMBL1985	146	Glucagon receptor	P47871	SINGLE PROTEIN	Homo sapiens	1206	2042
CHEMBL251	252	Adenosine A2a receptor	P29274	SINGLE PROTEIN	Homo sapiens	8406	12129
CHEMBL2069	246	Thromboxane A2 receptor	P21731	SINGLE PROTEIN	Homo sapiens	1693	2667
CHEMBL2114	10657	Adenosine A1 receptor	P49892	SINGLE PROTEIN	Gallus gallus	14	14
CHEMBL2115	10658	Adenosine A2a receptor	Q60613	SINGLE PROTEIN	Mus musculus	54	56
CHEMBL2124	10543	Pyrimidinergic receptor P2Y4	O35811	SINGLE PROTEIN	Rattus norvegicus	3	3
CHEMBL2181	10613	Prostanoid EP1 receptor	P35375	SINGLE PROTEIN	Mus musculus	260	301
CHEMBL2188	11000	Purinergic receptor P2Y12	Q9EPX4	SINGLE PROTEIN	Rattus norvegicus	118	121
CHEMBL2237	11831	Adenosine A2b receptor	Q60614	SINGLE PROTEIN	Mus musculus	15	18
CHEMBL3250	19689	Lysophosphatidic acid receptor Edg-7	Q9UBY5	SINGLE PROTEIN	Homo sapiens	265	431
CHEMBL2718	11058	Metabotropic glutamate receptor 8	P70579	SINGLE PROTEIN	Rattus norvegicus	105	134
CHEMBL2737	11077	Dopamine D5 receptor	Q8BLD9	SINGLE PROTEIN	Mus musculus	2	2
CHEMBL2813	11898	Neurokinin 2 receptor	P30549	SINGLE PROTEIN	Mus musculus	21	21
CHEMBL2882	10116	Histamine H2 receptor	P47747	SINGLE PROTEIN	Cavia porcellus	943	1603
CHEMBL2967	12163	Dopamine D1 receptor	Q95136	SINGLE PROTEIN	Bos taurus	300	387
CHEMBL3795	11869	Melanocortin receptor 1	Q01726	SINGLE PROTEIN	Homo sapiens	1085	2310
CHEMBL3801	18000	Beta-2 adrenergic receptor	Q28997	SINGLE PROTEIN	Sus scrofa	19	19
CHEMBL3872	11811	C-C chemokine receptor type 1	P51675	SINGLE PROTEIN	Mus musculus	65	72
CHEMBL323	12688	Serotonin 2b (5-HT2b) receptor	P30994	SINGLE PROTEIN	Rattus norvegicus	246	309
CHEMBL3892	10950	Sphingosine 1-phosphate receptor Edg-3	Q99500	SINGLE PROTEIN	Homo sapiens	1846	2374
CHEMBL263	10273	Type-1B angiotensin II receptor	P29089	SINGLE PROTEIN	Rattus norvegicus	481	525
CHEMBL3425	10682	Neuropeptide FF receptor 2	Q9EQD2	SINGLE PROTEIN	Rattus norvegicus	48	96
CHEMBL3426	10624	Serotonin 5a (5-HT5a) receptor	P47898	SINGLE PROTEIN	Homo sapiens	837	942
CHEMBL3441	11429	Dopamine D3 receptor	P30728	SINGLE PROTEIN	Mus musculus	6	6
CHEMBL3501	17120	Cholecystokinin A receptor	Q63931	SINGLE PROTEIN	Cavia porcellus	803	970
CHEMBL3571	10502	Cannabinoid CB1 receptor	P20272	SINGLE PROTEIN	Rattus norvegicus	2100	2914
CHEMBL3573	11295	Histamine H1 receptor	P30546	SINGLE PROTEIN	Bos taurus	13	13
CHEMBL4626	12951	Metabotropic glutamate receptor 8	P47743	SINGLE PROTEIN	Mus musculus	5	5
CHEMBL4731	18013	Hydroxycarboxylic acid receptor 2	Q80Z39	SINGLE PROTEIN	Rattus norvegicus	41	52
